Query_Species	NUMT	NUMT_info	Loci	DB_Species	Matches	Counts	Hit_Dissimilarity	Hit_Similarity	Query_CommonName	DB_CommonName	List_Index
mGorGor1	mGorGor1_numt3	NUMT_460bp_66%	+::chr10_mat_hsa12:23260619-23261079	mPonAbe1	+::chr10_hap1_hsa12:7776695-7778150	1	0.44751381215469616	0.5524861878453038	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt3	NUMT_460bp_66%	+::chr10_mat_hsa12:23260619-23261079	mPonPyg2	+::chr10_hap1_hsa12:7796365-7797814	1	0.4640883977900552	0.5359116022099448	Gorilla	Borang	0
mGorGor1	mGorGor1_numt3	NUMT_460bp_66%	+::chr10_mat_hsa12:23260619-23261079	CHM13	+::NC_060936.1:7634483-7635938	1	0.17058011049723756	0.8294198895027625	Gorilla	Human	0
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	mGorGor1	+::chr10_mat_hsa12:23276627-23277867	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	mPanPan1	+::chr10_mat_hsa12:13199950-13201192	1	0.1889250814332248	0.8110749185667753	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	mPanTro3	+::chr10_hap1_hsa12:14802116-14803358	1	0.16693811074918566	0.8330618892508144	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	mPonAbe1	+::chr10_hap1_hsa12:7809751-7810994	1	0.3705211726384365	0.6294788273615635	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	mPonPyg2	+::chr10_hap1_hsa12:7829160-7830403	1	0.3493485342019544	0.6506514657980456	Gorilla	Borang	0
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	CHM13	+::NC_060936.1:7651139-7652375	1	0.12866449511400652	0.8713355048859934	Gorilla	Human	0
mGorGor1	mGorGor1_numt5	NUMT_275bp_69%	+::chr10_mat_hsa12:24952757-24953032	mGorGor1	+::chr10_mat_hsa12:24952257-24953532	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt6	NUMT_70bp_96%	-::chr10_mat_hsa12:38590518-38590588	mGorGor1	+::chr10_mat_hsa12:38590018-38591088	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt6	NUMT_70bp_96%	-::chr10_mat_hsa12:38590518-38590588	mPanPan1	+::chr10_mat_hsa12:31576433-31577503	1	0.2665406427221172	0.7334593572778828	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt6	NUMT_70bp_96%	-::chr10_mat_hsa12:38590518-38590588	mPanTro3	+::chr10_hap1_hsa12:33270584-33271655	1	0.2334593572778828	0.7665406427221172	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt6	NUMT_70bp_96%	-::chr10_mat_hsa12:38590518-38590588	CHM13	+::NC_060936.1:62752280-62753349	1	1.0	0.0	Gorilla	Human	0
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	mGorGor1	+::chr10_mat_hsa12:51522069-51523232	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	mPanPan1	+::chr10_mat_hsa12:44366878-44368042	1	0.12163336229365768	0.8783666377063423	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	mPanTro3	+::chr10_hap1_hsa12:46050178-46051342	1	0.13379669852302345	0.8662033014769766	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	mPonAbe1	+::chr10_hap1_hsa12:47591222-47592395	1	1.0	0.0	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	mPonPyg2	+::chr10_hap1_hsa12:47447705-47448878	1	1.0	0.0	Gorilla	Borang	0
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	CHM13	+::NC_060936.1:49779850-49781013	1	1.0	0.0	Gorilla	Human	0
mGorGor1	mGorGor1_numt8	NUMT_67bp_100%	-::chr10_mat_hsa12:54173858-54173925	mGorGor1	+::chr10_mat_hsa12:54173358-54174425	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	mGorGor1	+::chr10_mat_hsa12:59582393-59585065	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	mPanPan1	+::chr10_mat_hsa12:52453118-52455796	1	0.14849624060150374	0.8515037593984962	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	mPanTro3	+::chr10_hap1_hsa12:54153717-54156395	1	0.15300751879699248	0.8469924812030075	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	mPonAbe1	+::chr10_hap1_hsa12:39286163-39288840	1	1.0	0.0	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	mPonPyg2	+::chr10_hap1_hsa12:39161495-39164172	1	1.0	0.0	Gorilla	Borang	0
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	mSymSyn1	+::chr17_hap1:42691511-42694189	1	1.0	0.0	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	CHM13	+::NC_060936.1:41656785-41659453	1	1.0	0.0	Gorilla	Human	0
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	mGorGor1	+::chr10_mat_hsa12:60992905-60994279	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	mPanPan1	+::chr10_mat_hsa12:53869047-53870418	1	0.2856093979441997	0.7143906020558003	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	mPanTro3	+::chr10_hap1_hsa12:55588133-55589505	1	0.25844346549192365	0.7415565345080763	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	mPonAbe1	+::chr10_hap1_hsa12:37897968-37899351	1	1.0	0.0	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	mPonPyg2	+::chr10_hap1_hsa12:37758057-37759440	1	1.0	0.0	Gorilla	Borang	0
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	mSymSyn1	+::chr17_hap1:41259120-41260443	1	1.0	0.0	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	CHM13	+::NC_060936.1:40238000-40239372	1	1.0	0.0	Gorilla	Human	0
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	mGorGor1	+::chr10_mat_hsa12:69979111-69980235	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	mPanPan1	+::chr10_mat_hsa12:65524374-65525402	1	0.3363309352517986	0.6636690647482014	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	mPanTro3	+::chr10_hap1_hsa12:64257120-64258148	1	0.3489208633093525	0.6510791366906474	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	mPonAbe1	+::chr10_hap1_hsa12:32371137-32372192	1	1.0	0.0	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	mPonPyg2	+::chr10_hap1_hsa12:32175138-32176193	1	1.0	0.0	Gorilla	Borang	0
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	mSymSyn1	+::chr5_hap1:82150797-82151823	1	0.5044964028776978	0.4955035971223022	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	CHM13	+::NC_060936.1:31125140-31126262	1	1.0	0.0	Gorilla	Human	0
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	mGorGor1	+::chr10_mat_hsa12:69979370-69981304	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	mPanPan1	+::chr10_mat_hsa12:65524633-65526471	1	0.2596253902185224	0.7403746097814776	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	mPonAbe1	+::chr10_hap1_hsa12:32370070-32371933	1	0.9994797086368368	0.0005202913631633388	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	mPonPyg2	+::chr10_hap1_hsa12:32174071-32175934	1	0.9994797086368368	0.0005202913631633388	Gorilla	Borang	0
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	mSymSyn1	+::chr5_hap1:82151055-82152896	1	0.5442247658688866	0.4557752341311134	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	CHM13	+::NC_060936.1:31124071-31126003	1	0.9989594172736732	0.0010405827263267886	Gorilla	Human	0
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	mGorGor1	+::chr10_mat_hsa12:69980590-69982644	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	mPanPan1	+::chr10_mat_hsa12:65525757-65527811	1	0.2012732615083252	0.7987267384916749	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	mPonAbe1	+::chr10_hap1_hsa12:32368740-32370784	1	1.0	0.0	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	mPonPyg2	+::chr10_hap1_hsa12:32172741-32174785	1	1.0	0.0	Gorilla	Borang	0
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	mSymSyn1	+::chr5_hap1:82152181-82154234	1	0.5406464250734574	0.4593535749265426	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	CHM13	+::NC_060936.1:31122735-31124785	1	1.0	0.0	Gorilla	Human	0
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	mGorGor1	+::chr10_mat_hsa12:70236463-70237632	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	mPanPan1	+::chr10_mat_hsa12:65769764-65770934	1	0.1434745030250648	0.8565254969749352	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	mPanTro3	+::chr10_hap1_hsa12:64504877-64506047	1	0.15730337078651685	0.8426966292134832	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	mPonAbe1	+::chr10_hap1_hsa12:9346874-9347992	1	1.0	0.0	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	mPonPyg2	+::chr10_hap1_hsa12:9376012-9377130	1	1.0	0.0	Gorilla	Borang	0
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	CHM13	+::NC_060936.1:30889468-30890638	1	1.0	0.0	Gorilla	Human	0
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	mGorGor1	+::chr10_mat_hsa12:74713959-74715190	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	mPanPan1	+::chr10_mat_hsa12:70243866-70245073	1	0.18703855619360127	0.8129614438063987	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	mPanTro3	+::chr10_hap1_hsa12:68971769-68972984	1	0.20508613617719446	0.7949138638228056	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	mPonAbe1	+::chr10_hap1_hsa12:27846108-27847310	1	1.0	0.0	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	mPonPyg2	+::chr10_hap1_hsa12:27621651-27622853	1	1.0	0.0	Gorilla	Borang	0
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	mSymSyn1	+::chr5_hap1:67993512-67994735	1	1.0	0.0	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	CHM13	+::NC_060936.1:26444378-26445605	1	1.0	0.0	Gorilla	Human	0
mGorGor1	mGorGor1_numt16	NUMT_97bp_90%	-::chr10_mat_hsa12:79282326-79282423	mGorGor1	+::chr10_mat_hsa12:79281826-79282923	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt16	NUMT_97bp_90%	-::chr10_mat_hsa12:79282326-79282423	mPanPan1	+::chr10_mat_hsa12:74796929-74798036	1	0.2589861751152074	0.7410138248847926	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt16	NUMT_97bp_90%	-::chr10_mat_hsa12:79282326-79282423	mPanTro3	+::chr10_hap1_hsa12:73521206-73522308	1	0.2645161290322581	0.7354838709677419	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt16	NUMT_97bp_90%	-::chr10_mat_hsa12:79282326-79282423	CHM13	+::NC_060936.1:21883525-21884618	1	1.0	0.0	Gorilla	Human	0
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	mGorGor1	+::chr10_mat_hsa12:89389143-89390237	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	mPanPan1	+::chr10_mat_hsa12:82103022-82104119	1	0.16266173752310534	0.8373382624768946	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	mPanTro3	+::chr10_hap1_hsa12:80828989-80830086	1	0.18853974121996306	0.811460258780037	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	mPonAbe1	+::chr10_hap1_hsa12:72156448-72157544	1	0.3216266173752311	0.6783733826247689	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	mPonPyg2	+::chr10_hap1_hsa12:72033403-72034499	1	0.34750462107208874	0.6524953789279113	Gorilla	Borang	0
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	mSymSyn1	+::chr13_hap1:69427092-69428184	1	0.3604436229205176	0.6395563770794824	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	CHM13	+::NC_060936.1:74046243-74047339	1	0.2181146025878004	0.7818853974121996	Gorilla	Human	0
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	mGorGor1	+::chr10_mat_hsa12:123571805-123573154	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	mPanPan1	+::chr10_mat_hsa12:116237445-116238794	1	0.2094240837696335	0.7905759162303665	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	mPanTro3	+::chr10_hap1_hsa12:114986260-114987609	1	0.1944652206432311	0.8055347793567689	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	mPonAbe1	+::chr10_hap1_hsa12:106892097-106893440	1	0.43156320119670905	0.568436798803291	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	mPonPyg2	+::chr10_hap1_hsa12:106754336-106755679	1	0.4323111443530292	0.5676888556469708	Gorilla	Borang	0
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	mSymSyn1	+::chr13_hap1:103733825-103735175	1	0.4225878833208676	0.5774121166791324	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	CHM13	+::NC_060936.1:108146068-108147416	1	0.2670157068062827	0.7329842931937173	Gorilla	Human	0
mGorGor1	mGorGor1_numt19	NUMT_147bp_84%	-::chr10_mat_hsa12:142061002-142061149	mGorGor1	+::chr10_mat_hsa12:142060502-142061649	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt19	NUMT_147bp_84%	-::chr10_mat_hsa12:142061002-142061149	mPanPan1	+::chr10_mat_hsa12:134662284-134663435	1	0.30837004405286345	0.6916299559471366	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt19	NUMT_147bp_84%	-::chr10_mat_hsa12:142061002-142061149	mPanTro3	+::chr10_hap1_hsa12:133392493-133393644	1	0.3251101321585903	0.6748898678414097	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt19	NUMT_147bp_84%	-::chr10_mat_hsa12:142061002-142061149	mPonAbe1	+::chr10_hap1_hsa12:125491601-125492749	1	0.5004405286343613	0.4995594713656387	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt19	NUMT_147bp_84%	-::chr10_mat_hsa12:142061002-142061149	mPonPyg2	+::chr10_hap1_hsa12:125387625-125388773	1	0.5295154185022026	0.4704845814977974	Gorilla	Borang	0
mGorGor1	mGorGor1_numt19	NUMT_147bp_84%	-::chr10_mat_hsa12:142061002-142061149	mSymSyn1	+::chr13_hap1:122406514-122407663	1	0.5154185022026432	0.4845814977973568	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	mGorGor1	+::chr10_mat_hsa12:145783671-145784887	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	mPanPan1	+::chr10_mat_hsa12:138375342-138376557	1	0.23754152823920266	0.7624584717607974	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	mPanTro3	+::chr10_hap1_hsa12:137118969-137120184	1	0.25332225913621265	0.7466777408637874	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	mPonAbe1	+::chr10_hap1_hsa12:129260766-129261979	1	0.4086378737541528	0.5913621262458472	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	mPonPyg2	+::chr10_hap1_hsa12:129187334-129188547	1	0.4086378737541528	0.5913621262458472	Gorilla	Borang	0
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	mSymSyn1	+::chr13_hap1:126002392-126003607	1	0.4493355481727575	0.5506644518272426	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	CHM13	+::NC_060936.1:130352178-130353392	1	0.2267441860465116	0.7732558139534884	Gorilla	Human	0
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	mGorGor1	+::chr11_mat_hsa2b:15964996-15966054	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	mPanPan1	+::chr13_mat_hsa2b:16489543-16490608	1	0.3231357552581262	0.6768642447418738	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	mPanTro3	+::chr13_hap1_hsa2b:15166713-15167783	1	0.2973231357552581	0.7026768642447419	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	mPonAbe1	+::chr11_hap1_hsa2b:33753369-33754421	1	1.0	0.0	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	mPonPyg2	+::chr11_hap1_hsa2b:30762711-30763763	1	1.0	0.0	Gorilla	Borang	0
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	mSymSyn1	+::chr22_hap1:56296116-56297163	1	1.0	0.0	Gorilla	Siamang	0
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	CHM13	+::NC_060926.1:114915309-114916375	1	0.27151051625239003	0.7284894837476099	Gorilla	Human	0
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	mGorGor1	+::chr11_mat_hsa2b:18243663-18245334	1	0.0	1.0	Gorilla	Gorilla	0
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	mPanPan1	+::chr13_mat_hsa2b:18767157-18768831	1	0.30560578661844484	0.6943942133815552	Gorilla	Bonobo	0
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	mPanTro3	+::chr13_hap1_hsa2b:17444005-17445677	1	0.297166968053044	0.7028330319469561	Gorilla	Chimpanzee	0
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	mPonAbe1	+::chr11_hap1_hsa2b:31411089-31412771	1	1.0	0.0	Gorilla	Sorang	0
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	mPonPyg2	+::chr11_hap1_hsa2b:28419716-28421398	1	1.0	0.0	Gorilla	Borang	0
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	mSymSyn1	+::chr22_hap1:54035515-54037205	1	1.0	0.0	Gorilla	Siamang	0
