Query_Species	NUMT	NUMT_info	Loci	DB_Species	Matches	Counts	Hit_Dissimilarity	Hit_Similarity
mGorGor1	mGorGor1_numt3	NUMT_460bp_66%	+::chr10_mat_hsa12:23260619-23261079	HG002	['+::HG002#1#chr12:7633259-7634714']	1	[0.16857043959847698]	[0.831429560401523]
mGorGor1	mGorGor1_numt3	NUMT_460bp_66%	+::chr10_mat_hsa12:23260619-23261079	HG00597	['+::HG00597#1#JBHDUU010000046.1:7632487-7633942']	1	[0.16857043959847698]	[0.831429560401523]
mGorGor1	mGorGor1_numt3	NUMT_460bp_66%	+::chr10_mat_hsa12:23260619-23261079	HG01358	['+::HG01358#1#CM089061.1:7639777-7641232']	1	[0.16857043959847698]	[0.831429560401523]
mGorGor1	mGorGor1_numt3	NUMT_460bp_66%	+::chr10_mat_hsa12:23260619-23261079	HG02572	['+::HG02572#1#CM088161.1:7638040-7639476']	1	[0.18954703832752615]	[0.8104529616724738]
mGorGor1	mGorGor1_numt3	NUMT_460bp_66%	+::chr10_mat_hsa12:23260619-23261079	HG04184	['+::HG04184#1#CM086465.1:7703020-7704475']	1	[0.16857043959847698]	[0.831429560401523]
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	HG002	['+::HG002#1#chr12:7649624-7650860']	1	[0.11591836734693878]	[0.8840816326530612]
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	HG00597	['+::HG00597#1#JBHDUU010000046.1:7649044-7650280']	1	[0.1273469387755102]	[0.8726530612244898]
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	HG01358	['+::HG01358#1#CM089061.1:7656133-7657369']	1	[0.11591836734693878]	[0.8840816326530612]
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	HG02572	['+::HG02572#1#CM088161.1:7654226-7655465']	1	[0.10966163880962088]	[0.8903383611903791]
mGorGor1	mGorGor1_numt4	NUMT_240bp_67%	-::chr10_mat_hsa12:23277127-23277367	HG04184	['+::HG04184#1#CM086465.1:7719343-7720579']	1	[0.11591836734693878]	[0.8840816326530612]
mGorGor1	mGorGor1_numt6	NUMT_70bp_96%	-::chr10_mat_hsa12:38590518-38590588	HG002	['+::HG002#1#chr12:62947543-62948612']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt6	NUMT_70bp_96%	-::chr10_mat_hsa12:38590518-38590588	HG00597	['+::HG00597#1#JBHDUU010000046.1:62288317-62289387']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt6	NUMT_70bp_96%	-::chr10_mat_hsa12:38590518-38590588	HG01358	['+::HG01358#1#CM089061.1:62011665-62012734']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt6	NUMT_70bp_96%	-::chr10_mat_hsa12:38590518-38590588	HG02572	['+::HG02572#1#CM088161.1:62617160-62618229']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt6	NUMT_70bp_96%	-::chr10_mat_hsa12:38590518-38590588	HG04184	['+::HG04184#1#CM086465.1:62994805-62995875']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	HG002	['+::HG002#1#chr12:49991767-49992930']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	HG00597	['+::HG00597#1#JBHDUU010000046.1:49324290-49325453']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	HG01358	['+::HG01358#1#CM089061.1:49043065-49044228']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	HG02572	['+::HG02572#1#CM088161.1:49641439-49642602']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt7	NUMT_163bp_85%	-::chr10_mat_hsa12:51522569-51522732	HG04184	['+::HG04184#1#CM086465.1:50021959-50023122']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	HG002	['+::HG002#1#chr12:41883511-41886179']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	HG00597	['+::HG00597#1#JBHDUU010000046.1:41207436-41210104']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	HG01358	['+::HG01358#1#CM089061.1:40923047-40925715']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	HG02572	['+::HG02572#1#CM088161.1:41527811-41530479']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt9	NUMT_1672bp_71%	+::chr10_mat_hsa12:59582893-59584565	HG04184	['+::HG04184#1#CM086465.1:41901726-41904394']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	HG002	['+::HG002#1#chr12:40464676-40466048']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	HG00597	['+::HG00597#1#JBHDUU010000046.1:39789877-39791249']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	HG01358	['+::HG01358#1#CM089061.1:39511821-39513193']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	HG02572	['+::HG02572#1#CM088161.1:40116369-40117741']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt10	NUMT_374bp_80%	-::chr10_mat_hsa12:60993405-60993779	HG04184	['+::HG04184#1#CM086465.1:40484233-40485605']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	HG002	['+::HG002#1#chr12:31148435-31149557']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	HG00597	['+::HG00597#1#JBHDUU010000046.1:31273886-31275008']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	HG01358	['+::HG01358#1#CM089061.1:31276263-31277385']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	HG02572	['+::HG02572#1#CM088161.1:31350394-31351516']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt11	NUMT_124bp_81%	-::chr10_mat_hsa12:69979611-69979735	HG04184	['+::HG04184#1#CM086465.1:31342527-31343649']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	HG002	['+::HG002#1#chr12:31147366-31149298']	1	[0.9989583333333333]	[0.0010416666666667185]
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	HG00597	['+::HG00597#1#JBHDUU010000046.1:31272817-31274749']	1	[0.9989583333333333]	[0.0010416666666667185]
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	HG01358	['+::HG01358#1#CM089061.1:31275194-31277126']	1	[0.9989583333333333]	[0.0010416666666667185]
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	HG02572	['+::HG02572#1#CM088161.1:31349325-31351257']	1	[0.9989583333333333]	[0.0010416666666667185]
mGorGor1	mGorGor1_numt12	NUMT_934bp_70%	-::chr10_mat_hsa12:69979870-69980804	HG04184	['+::HG04184#1#CM086465.1:31341458-31343390']	1	[0.9989583333333333]	[0.0010416666666667185]
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	HG002	['+::HG002#1#chr12:31146033-31148080']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	HG00597	['+::HG00597#1#JBHDUU010000046.1:31271481-31273531']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	HG01358	['+::HG01358#1#CM089061.1:31273858-31275908']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	HG02572	['+::HG02572#1#CM088161.1:31347989-31350039']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt13	NUMT_1054bp_69%	-::chr10_mat_hsa12:69981090-69982144	HG04184	['+::HG04184#1#CM086465.1:31340125-31342172']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	HG002	['+::HG002#1#chr12:30914652-30915822']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	HG00597	['+::HG00597#1#JBHDUU010000046.1:31036824-31037994']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	HG01358	['+::HG01358#1#CM089061.1:31042653-31043823']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	HG02572	['+::HG02572#1#CM088161.1:31114872-31116042']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt14	NUMT_169bp_73%	-::chr10_mat_hsa12:70236963-70237132	HG04184	['+::HG04184#1#CM086465.1:31108682-31109852']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	HG002	['+::HG002#1#chr12:26462840-26464068']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	HG00597	['+::HG00597#1#JBHDUU010000046.1:26587787-26589015']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	HG01358	['+::HG01358#1#CM089061.1:26603102-26604329']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	HG02572	['+::HG02572#1#CM088161.1:26662046-26663274']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt15	NUMT_231bp_78%	+::chr10_mat_hsa12:74714459-74714690	HG04184	['+::HG04184#1#CM086465.1:26665637-26666865']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt16	NUMT_97bp_90%	-::chr10_mat_hsa12:79282326-79282423	HG002	['+::HG002#1#chr12:21897406-21898496']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt16	NUMT_97bp_90%	-::chr10_mat_hsa12:79282326-79282423	HG00597	['+::HG00597#1#JBHDUU010000046.1:22025386-22026480']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt16	NUMT_97bp_90%	-::chr10_mat_hsa12:79282326-79282423	HG01358	['+::HG01358#1#CM089061.1:22040919-22042013']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt16	NUMT_97bp_90%	-::chr10_mat_hsa12:79282326-79282423	HG02572	['+::HG02572#1#CM088161.1:22092736-22093827']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt16	NUMT_97bp_90%	-::chr10_mat_hsa12:79282326-79282423	HG04184	['+::HG04184#1#CM086465.1:22099509-22100603']	1	[1.0]	[0.0]
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	HG002	['+::HG002#1#chr12:74254032-74255128']	1	[0.21719038817005545]	[0.7828096118299446]
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	HG00597	['+::HG00597#1#JBHDUU010000046.1:73576890-73577986']	1	[0.23382624768946395]	[0.7661737523105361]
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	HG01358	['+::HG01358#1#CM089061.1:73303451-73304547']	1	[0.20425138632162662]	[0.7957486136783734]
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	HG02572	['+::HG02572#1#CM088161.1:73921076-73922172']	1	[0.22643253234750463]	[0.7735674676524954]
mGorGor1	mGorGor1_numt17	NUMT_94bp_78%	-::chr10_mat_hsa12:89389643-89389737	HG04184	['+::HG04184#1#CM086465.1:74290045-74291141']	1	[0.21719038817005545]	[0.7828096118299446]
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	HG002	['+::HG002#1#chr12:108390268-108391616']	1	[0.2564582553350805]	[0.7435417446649195]
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	HG00597	['+::HG00597#1#JBHDUU010000046.1:107702897-107704245']	1	[0.2564582553350805]	[0.7435417446649195]
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	HG01358	['+::HG01358#1#CM089061.1:107406136-107407484']	1	[0.2564582553350805]	[0.7435417446649195]
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	HG02572	['+::HG02572#1#CM088161.1:108051900-108053248']	1	[0.27742418569824034]	[0.7225758143017597]
mGorGor1	mGorGor1_numt18	NUMT_349bp_71%	+::chr10_mat_hsa12:123572305-123572654	HG04184	['+::HG04184#1#CM086465.1:108413037-108414385']	1	[0.2564582553350805]	[0.7435417446649195]
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	HG002	['+::HG002#1#chr12:130570058-130571272']	1	[0.22628951747088186]	[0.7737104825291181]
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	HG00597	['+::HG00597#1#JBHDUU010000046.1:129904500-129905714']	1	[0.23793677204658903]	[0.762063227953411]
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	HG01358	['+::HG01358#1#CM089061.1:129604188-129605402']	1	[0.23793677204658903]	[0.762063227953411]
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	HG02572	['+::HG02572#1#CM088161.1:130254978-130256192']	1	[0.22628951747088186]	[0.7737104825291181]
mGorGor1	mGorGor1_numt20	NUMT_216bp_82%	-::chr10_mat_hsa12:145784171-145784387	HG04184	['+::HG04184#1#CM086465.1:130648341-130649555']	1	[0.22628951747088186]	[0.7737104825291181]
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	HG002	['+::HG002#1#chr2:114125533-114126599']	1	[0.2669208770257388]	[0.7330791229742613]
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	HG00597	['+::HG00597#1#CM085767.1:114764254-114765320']	1	[0.2669208770257388]	[0.7330791229742613]
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	HG01358	['+::HG01358#1#CM089051.1:114470878-114471944']	1	[0.2669208770257388]	[0.7330791229742613]
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	HG02572	['+::HG02572#1#CM088151.1:114328856-114329921']	1	[0.25608011444921314]	[0.7439198855507869]
mGorGor1	mGorGor1_numt21	NUMT_58bp_85%	+::chr11_mat_hsa2b:15965496-15965554	HG04184	['+::HG04184#1#CM086457.1:111232891-111233956']	1	[0.25608011444921314]	[0.7439198855507869]
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	HG002	['+::HG002#1#chr2:116386881-116388559']	1	[0.32771591934998495]	[0.672284080650015]
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	HG00597	['+::HG00597#1#CM085767.1:117030632-117032310']	1	[0.32771591934998495]	[0.672284080650015]
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	HG01358	['+::HG01358#1#CM089051.1:116737583-116739261']	1	[0.32771591934998495]	[0.672284080650015]
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	HG02572	['+::HG02572#1#CM088151.1:116595826-116597504']	1	[0.32771591934998495]	[0.672284080650015]
mGorGor1	mGorGor1_numt22	NUMT_671bp_69%	+::chr11_mat_hsa2b:18244163-18244834	HG04184	['+::HG04184#1#CM086457.1:113502488-113504166']	1	[0.32771591934998495]	[0.672284080650015]
mGorGor1	mGorGor1_numt23	NUMT_307bp_75%	+::chr11_mat_hsa2b:18245024-18245331	HG002	['+::HG002#1#chr2:116387749-116389056']	1	[0.3323029366306028]	[0.6676970633693973]
mGorGor1	mGorGor1_numt23	NUMT_307bp_75%	+::chr11_mat_hsa2b:18245024-18245331	HG00597	['+::HG00597#1#CM085767.1:117031500-117032807']	1	[0.32380216383307575]	[0.6761978361669243]
mGorGor1	mGorGor1_numt23	NUMT_307bp_75%	+::chr11_mat_hsa2b:18245024-18245331	HG01358	['+::HG01358#1#CM089051.1:116738451-116739758']	1	[0.32380216383307575]	[0.6761978361669243]
mGorGor1	mGorGor1_numt23	NUMT_307bp_75%	+::chr11_mat_hsa2b:18245024-18245331	HG02572	['+::HG02572#1#CM088151.1:116596694-116598001']	1	[0.3284389489953632]	[0.6715610510046368]
mGorGor1	mGorGor1_numt23	NUMT_307bp_75%	+::chr11_mat_hsa2b:18245024-18245331	HG04184	['+::HG04184#1#CM086457.1:113503356-113504663']	1	[0.3284389489953632]	[0.6715610510046368]
mGorGor1	mGorGor1_numt24	NUMT_229bp_78%	+::chr11_mat_hsa2b:18512787-18513016	HG002	['+::HG002#1#chr2:116656045-116657262']	1	[0.2991735537190083]	[0.7008264462809917]
mGorGor1	mGorGor1_numt24	NUMT_229bp_78%	+::chr11_mat_hsa2b:18512787-18513016	HG00597	['+::HG00597#1#CM085767.1:117299797-117301014']	1	[0.2991735537190083]	[0.7008264462809917]
mGorGor1	mGorGor1_numt24	NUMT_229bp_78%	+::chr11_mat_hsa2b:18512787-18513016	HG01358	['+::HG01358#1#CM089051.1:117006673-117007890']	1	[0.2991735537190083]	[0.7008264462809917]
mGorGor1	mGorGor1_numt24	NUMT_229bp_78%	+::chr11_mat_hsa2b:18512787-18513016	HG02572	['+::HG02572#1#CM088151.1:116868041-116869258']	1	[0.2991735537190083]	[0.7008264462809917]
mGorGor1	mGorGor1_numt24	NUMT_229bp_78%	+::chr11_mat_hsa2b:18512787-18513016	HG04184	['+::HG04184#1#CM086457.1:113771602-113772819']	1	[0.2991735537190083]	[0.7008264462809917]
mGorGor1	mGorGor1_numt25	NUMT_5805bp_77%	+::chr11_mat_hsa2b:18513769-18519574	HG002	['+::HG002#1#chr2:116657016-116663857']	1	[0.3392070484581498]	[0.6607929515418502]
mGorGor1	mGorGor1_numt25	NUMT_5805bp_77%	+::chr11_mat_hsa2b:18513769-18519574	HG00597	['+::HG00597#1#CM085767.1:117300768-117307613']	1	[0.33940105695830886]	[0.6605989430416912]
mGorGor1	mGorGor1_numt25	NUMT_5805bp_77%	+::chr11_mat_hsa2b:18513769-18519574	HG01358	['+::HG01358#1#CM089051.1:117007644-117014485']	1	[0.3392070484581498]	[0.6607929515418502]
mGorGor1	mGorGor1_numt25	NUMT_5805bp_77%	+::chr11_mat_hsa2b:18513769-18519574	HG02572	['+::HG02572#1#CM088151.1:116869012-116875853']	1	[0.3392070484581498]	[0.6607929515418502]
mGorGor1	mGorGor1_numt25	NUMT_5805bp_77%	+::chr11_mat_hsa2b:18513769-18519574	HG04184	['+::HG04184#1#CM086457.1:113772573-113779418']	1	[0.3411626541397534]	[0.6588373458602466]
mGorGor1	mGorGor1_numt26	NUMT_1276bp_75%,NUMT_458bp_75%,NUMT_810bp_74%	+::chr11_mat_hsa2b:21726715-21727991	HG002	['+::HG002#1#chr2:119849149-119851467']	1	[0.2180385288966725]	[0.7819614711033275]
mGorGor1	mGorGor1_numt26	NUMT_1276bp_75%,NUMT_458bp_75%,NUMT_810bp_74%	+::chr11_mat_hsa2b:21726715-21727991	HG00597	['+::HG00597#1#CM085767.1:120486833-120489150']	1	[0.2165535362382308]	[0.7834464637617692]
mGorGor1	mGorGor1_numt26	NUMT_1276bp_75%,NUMT_458bp_75%,NUMT_810bp_74%	+::chr11_mat_hsa2b:21726715-21727991	HG01358	['+::HG01358#1#CM089051.1:120199985-120202302']	1	[0.2165535362382308]	[0.7834464637617692]
mGorGor1	mGorGor1_numt26	NUMT_1276bp_75%,NUMT_458bp_75%,NUMT_810bp_74%	+::chr11_mat_hsa2b:21726715-21727991	HG02572	['+::HG02572#1#CM088151.1:120060476-120062793']	1	[0.20779505145609808]	[0.7922049485439019]
mGorGor1	mGorGor1_numt26	NUMT_1276bp_75%,NUMT_458bp_75%,NUMT_810bp_74%	+::chr11_mat_hsa2b:21726715-21727991	HG04184	['+::HG04184#1#CM086457.1:116957143-116959461']	1	[0.2180385288966725]	[0.7819614711033275]
mGorGor1	mGorGor1_numt27	NUMT_2936bp_76%	+::chr11_mat_hsa2b:21728300-21731236	HG002	['+::HG002#1#chr2:119850739-119854705']	1	[0.20543423057389537]	[0.7945657694261046]
mGorGor1	mGorGor1_numt27	NUMT_2936bp_76%	+::chr11_mat_hsa2b:21728300-21731236	HG00597	['+::HG00597#1#CM085767.1:120488422-120492388']	1	[0.20162519045200608]	[0.7983748095479939]
mGorGor1	mGorGor1_numt27	NUMT_2936bp_76%	+::chr11_mat_hsa2b:21728300-21731236	HG01358	['+::HG01358#1#CM089051.1:120201574-120205540']	1	[0.20162519045200608]	[0.7983748095479939]
mGorGor1	mGorGor1_numt27	NUMT_2936bp_76%	+::chr11_mat_hsa2b:21728300-21731236	HG02572	['+::HG02572#1#CM088151.1:120062065-120066030']	1	[0.20533333333333334]	[0.7946666666666666]
mGorGor1	mGorGor1_numt27	NUMT_2936bp_76%	+::chr11_mat_hsa2b:21728300-21731236	HG04184	['+::HG04184#1#CM086457.1:116958733-116962699']	1	[0.20543423057389537]	[0.7945657694261046]
mGorGor1	mGorGor1_numt28	NUMT_451bp_76%	+::chr11_mat_hsa2b:21731538-21731989	HG002	['+::HG002#1#chr2:119854017-119855466']	1	[0.2797494780793319]	[0.7202505219206681]
mGorGor1	mGorGor1_numt28	NUMT_451bp_76%	+::chr11_mat_hsa2b:21731538-21731989	HG00597	['+::HG00597#1#CM085767.1:120491700-120493149']	1	[0.2700069589422408]	[0.7299930410577592]
mGorGor1	mGorGor1_numt28	NUMT_451bp_76%	+::chr11_mat_hsa2b:21731538-21731989	HG01358	['+::HG01358#1#CM089051.1:120204852-120206301']	1	[0.2700069589422408]	[0.7299930410577592]
mGorGor1	mGorGor1_numt28	NUMT_451bp_76%	+::chr11_mat_hsa2b:21731538-21731989	HG02572	['+::HG02572#1#CM088151.1:120065343-120066791']	1	[0.2704490080055691]	[0.729550991994431]
mGorGor1	mGorGor1_numt28	NUMT_451bp_76%	+::chr11_mat_hsa2b:21731538-21731989	HG04184	['+::HG04184#1#CM086457.1:116962011-116963460']	1	[0.2797494780793319]	[0.7202505219206681]
mGorGor1	mGorGor1_numt29	NUMT_673bp_74%	+::chr11_mat_hsa2b:21732192-21732865	HG002	['+::HG002#1#chr2:119854669-119856343']	1	[0.28937067148449264]	[0.7106293285155074]
mGorGor1	mGorGor1_numt29	NUMT_673bp_74%	+::chr11_mat_hsa2b:21732192-21732865	HG00597	['+::HG00597#1#CM085767.1:120492352-120494026']	1	[0.2809394760614273]	[0.7190605239385728]
mGorGor1	mGorGor1_numt29	NUMT_673bp_74%	+::chr11_mat_hsa2b:21732192-21732865	HG01358	['+::HG01358#1#CM089051.1:120205504-120207178']	1	[0.2809394760614273]	[0.7190605239385728]
mGorGor1	mGorGor1_numt29	NUMT_673bp_74%	+::chr11_mat_hsa2b:21732192-21732865	HG02572	['+::HG02572#1#CM088151.1:120065994-120067668']	1	[0.2809394760614273]	[0.7190605239385728]
mGorGor1	mGorGor1_numt29	NUMT_673bp_74%	+::chr11_mat_hsa2b:21732192-21732865	HG04184	['+::HG04184#1#CM086457.1:116962663-116964337']	1	[0.28937067148449264]	[0.7106293285155074]
mGorGor1	mGorGor1_numt30	NUMT_279bp_75%	-::chr11_mat_hsa2b:26135271-26135550	HG002	['+::HG002#1#chr2:124320074-124321364']	1	[0.24891860007864727]	[0.7510813999213527]
mGorGor1	mGorGor1_numt30	NUMT_279bp_75%	-::chr11_mat_hsa2b:26135271-26135550	HG00597	['+::HG00597#1#CM085767.1:124961312-124962601']	1	[0.25098347757671124]	[0.7490165224232888]
